document_number,fiscal_year,fiscal_period,company_code,company_name,profit_center,profit_center_description,customer_id,product_id,revenue,cost,currency,source_updated_at
DOC0000000342,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000300,MAT00016,53059.00,37233.37,UYU,2025-12-08T05:42:00Z
DOC0000000343,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000434,MAT00059,35927.79,28745.29,ARS,2025-12-09T05:43:00Z
DOC0000000344,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000034,MAT00033,19054.39,15863.21,UYU,2025-12-10T05:44:00Z
DOC0000000345,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000355,MAT00033,48337.92,40837.72,UYU,2025-12-11T05:45:00Z
DOC0000000346,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000232,MAT00091,29632.49,21446.31,UYU,2025-12-12T05:46:00Z
DOC0000000347,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000082,MAT00025,9295.16,6144.19,UYU,2025-12-13T05:47:00Z
DOC0000000348,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000269,MAT00031,57816.18,43056.85,UYU,2025-12-14T05:48:00Z
DOC0000000349,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000318,MAT00083,70697.37,53823.27,UYU,2025-12-15T05:49:00Z
DOC0000000350,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000401,MAT00068,46242.22,27096.04,UYU,2025-12-16T05:50:00Z
DOC0000000351,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000142,MAT00090,45986.90,33061.32,ARS,2025-12-17T05:51:00Z
DOC0000000352,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000020,MAT00004,41933.37,31211.19,UYU,2025-12-18T05:52:00Z
DOC0000000353,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000060,MAT00063,50776.55,41760.14,ARS,2025-12-19T05:53:00Z
DOC0000000354,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000019,MAT00011,28012.27,20012.33,ARS,2025-12-20T05:54:00Z
DOC0000000355,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000401,MAT00095,14228.97,8556.82,UYU,2025-12-21T05:55:00Z
DOC0000000356,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000043,MAT00056,55969.49,35945.46,UYU,2025-12-22T05:56:00Z
DOC0000000357,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000148,MAT00016,51585.18,36665.67,UYU,2025-12-23T05:57:00Z
DOC0000000358,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000420,MAT00071,5738.86,4007.61,ARS,2025-12-24T05:58:00Z
DOC0000000359,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000496,MAT00059,19133.11,12002.83,UYU,2025-12-25T05:59:00Z
DOC0000000360,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000145,MAT00066,18354.86,13606.35,UYU,2025-12-26T06:00:00Z
DOC0000000361,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000319,MAT00062,11538.68,8898.92,UYU,2025-12-27T06:01:00Z
DOC0000000362,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000188,MAT00053,70100.80,46937.47,UYU,2025-12-28T06:02:00Z
DOC0000000363,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000143,MAT00090,43538.93,32492.17,UYU,2025-12-29T06:03:00Z
DOC0000000364,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000331,MAT00056,22099.10,19174.52,UYU,2025-12-30T06:04:00Z
DOC0000000365,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000258,MAT00116,5996.64,5008.24,ARS,2025-12-31T06:05:00Z
DOC0000000366,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000300,MAT00090,22693.76,17136.71,ARS,2026-01-01T06:06:00Z
DOC0000000367,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000306,MAT00032,22776.55,19129.93,ARS,2026-01-02T06:07:00Z
DOC0000000368,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000448,MAT00120,46947.13,31756.96,ARS,2026-01-03T06:08:00Z
DOC0000000369,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000437,MAT00060,68788.56,55961.95,UYU,2026-01-04T06:09:00Z
DOC0000000370,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000488,MAT00060,23842.84,19668.66,ARS,2026-01-05T06:10:00Z
DOC0000000371,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000225,MAT00074,54094.04,38296.71,ARS,2026-01-06T06:11:00Z
DOC0000000372,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000044,MAT00059,50834.19,32537.99,ARS,2026-01-07T06:12:00Z
DOC0000000373,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000115,MAT00047,29555.79,23888.71,ARS,2026-01-08T06:13:00Z
DOC0000000374,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000290,MAT00064,69431.31,51595.09,ARS,2026-01-09T06:14:00Z
DOC0000000375,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000455,MAT00036,74107.15,63866.04,ARS,2026-01-10T06:15:00Z
DOC0000000376,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000177,MAT00042,16505.43,11890.60,ARS,2026-01-11T06:16:00Z
DOC0000000377,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000386,MAT00095,40230.79,34275.85,UYU,2026-01-12T06:17:00Z
DOC0000000378,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000397,MAT00001,12939.59,8302.10,ARS,2026-01-13T06:18:00Z
DOC0000000379,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000187,MAT00066,16901.90,12985.02,ARS,2026-01-14T06:19:00Z
DOC0000000380,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000492,MAT00077,61512.33,47437.79,ARS,2026-01-15T06:20:00Z
DOC0000000381,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000025,MAT00084,56972.28,43084.65,UYU,2026-01-16T06:21:00Z
DOC0000000382,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000495,MAT00003,29313.58,22682.75,ARS,2026-01-17T06:22:00Z
DOC0000000383,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000250,MAT00035,31859.19,26928.74,ARS,2026-01-18T06:23:00Z
DOC0000000384,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000243,MAT00084,5253.69,4556.07,ARS,2026-01-19T06:24:00Z
DOC0000000385,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000148,MAT00054,33924.69,24075.83,ARS,2026-01-20T06:25:00Z
DOC0000000386,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000398,MAT00027,19426.05,15546.00,UYU,2026-01-21T06:26:00Z
DOC0000000387,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000248,MAT00068,20403.92,17361.47,ARS,2026-01-22T06:27:00Z
DOC0000000388,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000151,MAT00102,31991.55,23006.43,ARS,2026-01-23T06:28:00Z
DOC0000000389,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000119,MAT00001,4845.12,3982.68,UYU,2026-01-24T06:29:00Z
DOC0000000390,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000231,MAT00011,26514.40,21539.14,ARS,2026-01-25T06:30:00Z
DOC0000000391,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000266,MAT00077,19799.90,12895.45,UYU,2026-01-26T06:31:00Z
DOC0000000392,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000284,MAT00045,35069.92,30283.42,ARS,2026-01-27T06:32:00Z
DOC0000000393,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000479,MAT00009,36758.10,27873.93,UYU,2026-01-28T06:33:00Z
DOC0000000394,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000483,MAT00085,51423.86,34636.36,UYU,2026-01-29T06:34:00Z
DOC0000000395,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000119,MAT00023,25213.80,17479.67,UYU,2026-01-30T06:35:00Z
DOC0000000396,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000393,MAT00092,39842.35,24468.52,UYU,2026-01-31T06:36:00Z
DOC0000000397,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000098,MAT00039,14360.32,10562.99,ARS,2026-02-01T06:37:00Z
DOC0000000398,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000441,MAT00022,24321.56,20666.72,ARS,2026-02-02T06:38:00Z
DOC0000000399,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000372,MAT00087,33386.59,28231.79,ARS,2026-02-03T06:39:00Z
DOC0000000400,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000355,MAT00057,56361.00,39202.40,UYU,2026-02-04T06:40:00Z
DOC0000000401,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000272,MAT00096,29841.13,17805.50,UYU,2026-02-05T06:41:00Z
DOC0000000402,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000405,MAT00008,73059.72,53417.05,UYU,2026-02-06T06:42:00Z
DOC0000000403,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000001,MAT00073,37668.59,30078.27,UYU,2026-02-07T06:43:00Z
DOC0000000404,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000066,MAT00078,3063.44,2241.41,ARS,2026-02-08T06:44:00Z
DOC0000000405,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000094,MAT00055,7876.18,4810.36,ARS,2026-02-09T06:45:00Z
DOC0000000406,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000113,MAT00052,22251.77,15582.62,ARS,2026-02-10T06:46:00Z
DOC0000000407,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000125,MAT00023,58467.03,44117.67,ARS,2026-02-11T06:47:00Z
DOC0000000408,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000335,MAT00116,29019.39,24237.16,UYU,2026-02-12T06:48:00Z
DOC0000000409,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000290,MAT00037,37506.59,22341.97,UYU,2026-02-13T06:49:00Z
DOC0000000410,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000446,MAT00046,18622.05,11322.57,ARS,2026-02-14T06:50:00Z
DOC0000000411,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000153,MAT00100,63804.93,51927.85,UYU,2026-02-15T06:51:00Z
DOC0000000412,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000275,MAT00067,35191.02,24557.43,ARS,2026-02-16T06:52:00Z
DOC0000000413,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000431,MAT00027,66806.28,49251.99,ARS,2026-02-17T06:53:00Z
DOC0000000414,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000122,MAT00062,11677.83,9968.13,ARS,2026-02-18T06:54:00Z
DOC0000000415,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000096,MAT00091,23092.11,15741.36,ARS,2026-02-19T06:55:00Z
DOC0000000416,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000491,MAT00030,39878.21,23635.17,ARS,2026-02-20T06:56:00Z
DOC0000000417,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000140,MAT00034,10466.05,7430.88,UYU,2026-02-21T06:57:00Z
DOC0000000418,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000156,MAT00096,46545.28,38969.41,UYU,2026-02-22T06:58:00Z
DOC0000000419,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000242,MAT00015,23934.90,14691.11,ARS,2026-02-23T06:59:00Z
DOC0000000420,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000125,MAT00012,31845.51,25462.51,UYU,2026-02-24T07:00:00Z
DOC0000000421,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000491,MAT00024,14752.54,10322.04,UYU,2026-02-25T07:01:00Z
DOC0000000422,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000385,MAT00002,39376.85,24307.08,UYU,2026-02-26T07:02:00Z
DOC0000000423,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000256,MAT00015,69272.46,44275.89,UYU,2026-02-27T07:03:00Z
DOC0000000424,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000232,MAT00068,68852.29,55001.67,UYU,2026-02-28T07:04:00Z
DOC0000000425,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000140,MAT00070,43047.70,30889.96,ARS,2026-03-01T07:05:00Z
DOC0000000426,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000178,MAT00033,72333.43,58181.09,ARS,2026-03-02T07:06:00Z
DOC0000000427,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000453,MAT00116,63921.28,53743.80,UYU,2026-03-03T07:07:00Z
DOC0000000428,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000280,MAT00014,46897.17,29908.12,UYU,2026-03-04T07:08:00Z
DOC0000000429,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000202,MAT00079,29397.40,20474.66,UYU,2026-03-05T07:09:00Z
DOC0000000430,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000499,MAT00097,29592.58,24460.37,UYU,2026-03-06T07:10:00Z
DOC0000000431,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000251,MAT00028,53195.09,44507.82,ARS,2026-03-07T07:11:00Z
DOC0000000432,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000011,MAT00091,48495.29,35868.87,ARS,2026-03-08T07:12:00Z
DOC0000000433,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000391,MAT00103,7930.15,5647.42,ARS,2026-03-09T07:13:00Z
DOC0000000434,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000276,MAT00004,45042.07,26865.40,ARS,2026-03-10T07:14:00Z
DOC0000000435,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000187,MAT00110,72051.18,43952.94,ARS,2026-03-11T07:15:00Z
DOC0000000436,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000409,MAT00042,39545.35,26958.14,UYU,2026-03-12T07:16:00Z
DOC0000000437,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000045,MAT00022,12245.49,9772.76,ARS,2026-03-13T07:17:00Z
DOC0000000438,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000456,MAT00030,57964.38,36121.27,UYU,2026-03-14T07:18:00Z
DOC0000000439,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000226,MAT00115,4935.96,3127.78,UYU,2026-03-15T07:19:00Z
DOC0000000440,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000487,MAT00035,57554.14,44859.59,UYU,2026-03-16T07:20:00Z
DOC0000000441,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000406,MAT00069,9174.32,7107.92,UYU,2026-03-17T07:21:00Z
DOC0000000442,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000069,MAT00074,28413.69,16564.99,UYU,2026-03-18T07:22:00Z
DOC0000000443,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000270,MAT00062,57537.73,33570.26,UYU,2026-03-19T07:23:00Z
DOC0000000444,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000371,MAT00082,45988.19,32566.00,UYU,2026-03-20T07:24:00Z
DOC0000000445,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000074,MAT00006,1295.12,887.76,UYU,2026-03-21T07:25:00Z
DOC0000000446,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000048,MAT00099,26887.77,19593.44,ARS,2026-03-22T07:26:00Z
DOC0000000447,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000089,MAT00089,50518.38,39083.73,ARS,2026-03-23T07:27:00Z
DOC0000000448,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000360,MAT00117,41620.81,33907.25,ARS,2026-03-24T07:28:00Z
DOC0000000449,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000111,MAT00097,60220.71,41645.58,UYU,2026-03-25T07:29:00Z
DOC0000000450,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000042,MAT00086,43025.50,32284.46,UYU,2026-03-26T07:30:00Z
DOC0000000451,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000064,MAT00018,55335.64,34329.01,ARS,2026-03-27T07:31:00Z
DOC0000000452,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000370,MAT00080,16544.91,13863.88,UYU,2026-03-28T07:32:00Z
DOC0000000453,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000151,MAT00011,41223.08,26436.00,ARS,2026-03-29T07:33:00Z
DOC0000000454,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000009,MAT00004,73867.33,44003.86,UYU,2026-03-30T07:34:00Z
DOC0000000455,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000214,MAT00118,15019.86,12882.42,UYU,2026-03-31T07:35:00Z
DOC0000000456,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000321,MAT00080,16756.73,10331.83,UYU,2026-04-01T07:36:00Z
DOC0000000457,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000046,MAT00067,42761.83,31582.44,ARS,2026-04-02T07:37:00Z
DOC0000000458,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000188,MAT00017,42833.98,27263.27,ARS,2026-04-03T07:38:00Z
DOC0000000459,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000044,MAT00073,25453.10,17135.11,UYU,2026-04-04T07:39:00Z
DOC0000000460,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000365,MAT00102,39489.18,26532.74,UYU,2026-04-05T07:40:00Z
DOC0000000461,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000049,MAT00021,67685.63,42211.43,UYU,2026-04-06T07:41:00Z
DOC0000000462,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000170,MAT00088,62254.05,49913.83,ARS,2026-04-07T07:42:00Z
DOC0000000463,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000181,MAT00032,35540.70,28064.11,UYU,2026-04-08T07:43:00Z
DOC0000000464,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000394,MAT00081,36967.94,30970.58,UYU,2026-04-09T07:44:00Z
DOC0000000465,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000248,MAT00111,15770.65,11804.65,UYU,2026-04-10T07:45:00Z
DOC0000000466,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000236,MAT00041,34579.75,27049.88,UYU,2026-04-11T07:46:00Z
DOC0000000467,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000291,MAT00010,33193.74,21637.42,ARS,2026-04-12T07:47:00Z
DOC0000000468,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000302,MAT00042,56297.15,32877.85,ARS,2026-04-13T07:48:00Z
DOC0000000469,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000195,MAT00078,73078.95,54020.34,UYU,2026-04-14T07:49:00Z
DOC0000000470,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000029,MAT00117,24547.45,18336.05,ARS,2026-04-15T07:50:00Z
DOC0000000471,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000041,MAT00106,73633.90,51497.44,UYU,2026-04-16T07:51:00Z
DOC0000000472,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000227,MAT00059,36976.99,30212.29,UYU,2026-04-17T07:52:00Z
DOC0000000473,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000055,MAT00068,43937.62,31542.18,UYU,2026-04-18T07:53:00Z
DOC0000000474,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000175,MAT00069,28729.86,24549.79,UYU,2026-04-19T07:54:00Z
DOC0000000475,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000021,MAT00084,61223.07,47397.12,UYU,2026-04-20T07:55:00Z
DOC0000000476,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000351,MAT00031,3147.02,2268.84,UYU,2026-04-21T07:56:00Z
DOC0000000477,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000209,MAT00095,68318.89,58068.00,ARS,2026-04-22T07:57:00Z
DOC0000000478,2025,10,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000249,MAT00094,42913.92,27188.38,UYU,2026-04-23T07:58:00Z
DOC0000000479,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000174,MAT00035,57277.94,41568.48,ARS,2026-04-24T07:59:00Z
DOC0000000480,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000034,MAT00098,19138.51,12082.01,UYU,2026-04-25T08:00:00Z
DOC0000000481,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000109,MAT00012,69250.08,59547.82,ARS,2026-04-26T08:01:00Z
DOC0000000482,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000401,MAT00080,31672.21,26405.84,UYU,2026-04-27T08:02:00Z
DOC0000000483,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000109,MAT00058,18579.84,14607.86,UYU,2026-04-28T08:03:00Z
DOC0000000484,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000083,MAT00023,19472.62,11752.70,UYU,2026-04-29T08:04:00Z
DOC0000000485,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000207,MAT00046,48777.81,35166.85,ARS,2026-04-30T08:05:00Z
DOC0000000486,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000432,MAT00071,73933.32,59915.40,ARS,2026-05-01T08:06:00Z
DOC0000000487,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000228,MAT00074,62962.35,49842.99,ARS,2026-05-02T08:07:00Z
DOC0000000488,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000106,MAT00053,63641.49,54998.53,UYU,2026-05-03T08:08:00Z
DOC0000000489,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000174,MAT00023,12252.76,7176.34,ARS,2026-05-04T08:09:00Z
DOC0000000490,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000477,MAT00032,26222.21,18919.74,ARS,2026-05-05T08:10:00Z
DOC0000000491,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000350,MAT00029,66608.67,51887.21,ARS,2026-05-06T08:11:00Z
DOC0000000492,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000176,MAT00037,74755.34,59667.36,UYU,2026-05-07T08:12:00Z
DOC0000000493,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000167,MAT00114,20643.89,14119.87,ARS,2026-05-08T08:13:00Z
DOC0000000494,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000016,MAT00008,69301.89,60821.18,UYU,2026-05-09T08:14:00Z
DOC0000000495,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000493,MAT00115,44271.18,31737.75,UYU,2026-05-10T08:15:00Z
DOC0000000496,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000213,MAT00049,34662.46,21392.35,ARS,2026-05-11T08:16:00Z
DOC0000000497,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000261,MAT00072,69275.83,44374.47,ARS,2026-05-12T08:17:00Z
DOC0000000498,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000004,MAT00069,11149.18,7635.67,UYU,2026-05-13T08:18:00Z
DOC0000000499,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000240,MAT00058,44722.28,28649.78,ARS,2026-05-14T08:19:00Z
DOC0000000500,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000454,MAT00016,4686.11,3415.38,UYU,2026-05-15T08:20:00Z
DOC0000000501,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000067,MAT00064,71194.06,56508.26,ARS,2026-05-16T08:21:00Z
DOC0000000502,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000157,MAT00089,1578.47,1018.23,UYU,2026-05-17T08:22:00Z
DOC0000000503,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000202,MAT00004,19400.27,15648.95,ARS,2026-05-18T08:23:00Z
DOC0000000504,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000280,MAT00004,8721.80,7225.04,ARS,2026-05-19T08:24:00Z
DOC0000000505,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000447,MAT00042,15448.42,9365.74,UYU,2026-05-20T08:25:00Z
DOC0000000506,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000012,MAT00095,9139.42,5797.80,ARS,2026-05-21T08:26:00Z
DOC0000000507,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000095,MAT00074,11207.67,6980.21,ARS,2026-05-22T08:27:00Z
DOC0000000508,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000463,MAT00100,36830.62,32178.00,UYU,2026-05-23T08:28:00Z
DOC0000000509,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000048,MAT00019,42434.17,35936.60,UYU,2026-05-24T08:29:00Z
DOC0000000510,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000262,MAT00099,37624.24,25569.74,ARS,2026-05-25T08:30:00Z
DOC0000000511,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000067,MAT00013,62909.28,41478.62,UYU,2026-05-26T08:31:00Z
DOC0000000512,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000426,MAT00025,48828.72,34156.17,UYU,2026-05-27T08:32:00Z
